"","region","scenario","sector","Units","year","emission","value","year "
"81","Europe","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"82","Europe","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"83","Europe","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"84","Europe","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"85","Global","1p5","iron and steel","MTCO2",1990,"value",1394.23405921435,"1990"
"86","Global","1p5 delay","iron and steel","MTCO2",1990,"value",1394.23405921435,"1990"
"87","Global","Ref","iron and steel","MTCO2",1990,"value",1394.23405921435,"1990"
"88","Global","1p5","iron and steel","MTCO2",2005,"value",1773.60592722348,"2005"
"89","Global","1p5 delay","iron and steel","MTCO2",2005,"value",1773.60592722348,"2005"
"90","Global","Ref","iron and steel","MTCO2",2005,"value",1773.60592722347,"2005"
"91","Global","1p5","iron and steel","MTCO2",2010,"value",2407.04336620019,"2010"
"92","Global","1p5 delay","iron and steel","MTCO2",2010,"value",2407.04336620019,"2010"
"93","Global","Ref","iron and steel","MTCO2",2010,"value",2407.04336620019,"2010"
"94","Global","1p5","iron and steel","MTCO2",2015,"value",2832.45584794581,"2015"
"95","Global","1p5 delay","iron and steel","MTCO2",2015,"value",2832.45584794581,"2015"
"96","Global","Ref","iron and steel","MTCO2",2015,"value",2832.45584794581,"2015"
"97","Global","1p5","iron and steel","MTCO2",2020,"value",3371.08610369235,"2020"
"98","Global","1p5 delay","iron and steel","MTCO2",2020,"value",3371.08609899832,"2020"
"99","Global","Ref","iron and steel","MTCO2",2020,"value",3449.91605977359,"2020"
"100","Global","1p5","iron and steel","MTCO2",2025,"value",2621.60937712963,"2025"
"101","Global","1p5 delay","iron and steel","MTCO2",2025,"value",3401.38131252462,"2025"
"102","Global","Ref","iron and steel","MTCO2",2025,"value",3785.05385703802,"2025"
"103","Global","1p5","iron and steel","MTCO2",2030,"value",1686.26902417005,"2030"
"104","Global","1p5 delay","iron and steel","MTCO2",2030,"value",3087.55888814981,"2030"
"105","Global","Ref","iron and steel","MTCO2",2030,"value",3912.73257366264,"2030"
"106","Global","1p5","iron and steel","MTCO2",2035,"value",879.62310881642,"2035"
"107","Global","1p5 delay","iron and steel","MTCO2",2035,"value",1867.86454317504,"2035"
"108","Global","Ref","iron and steel","MTCO2",2035,"value",3915.70174079129,"2035"
"109","Global","1p5","iron and steel","MTCO2",2040,"value",521.286547982256,"2040"
"110","Global","1p5 delay","iron and steel","MTCO2",2040,"value",1028.990631553,"2040"
"111","Global","Ref","iron and steel","MTCO2",2040,"value",3893.2362335874,"2040"
"112","Global","1p5","iron and steel","MTCO2",2045,"value",261.017816049186,"2045"
"113","Global","1p5 delay","iron and steel","MTCO2",2045,"value",454.393651705225,"2045"
"114","Global","Ref","iron and steel","MTCO2",2045,"value",3804.15593924632,"2045"
"115","Global","1p5","iron and steel","MTCO2",2050,"value",97.0360686953829,"2050"
"116","Global","1p5 delay","iron and steel","MTCO2",2050,"value",101.619266246206,"2050"
"117","Global","Ref","iron and steel","MTCO2",2050,"value",3664.2699315745,"2050"
"118","Global","1p5","iron and steel","MTCO2",2065,"value",0,"2065"
"119","Global","1p5 delay","iron and steel","MTCO2",2065,"value",0,"2065"
"120","Global","Ref","iron and steel","MTCO2",2065,"value",0,"2065"
"121","Global","1p5","iron and steel","MTCO2",2080,"value",0,"2080"
"122","Global","1p5 delay","iron and steel","MTCO2",2080,"value",0,"2080"
"123","Global","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"124","Global","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"125","Global","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"126","Global","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"127","India","1p5","iron and steel","MTCO2",1990,"value",54.8438025666667,"1990"
"128","India","1p5 delay","iron and steel","MTCO2",1990,"value",54.8438025666667,"1990"
"129","India","Ref","iron and steel","MTCO2",1990,"value",54.8438025666667,"1990"
"130","India","1p5","iron and steel","MTCO2",2005,"value",108.553632742726,"2005"
"131","India","1p5 delay","iron and steel","MTCO2",2005,"value",108.553632742726,"2005"
"132","India","Ref","iron and steel","MTCO2",2005,"value",108.553632742726,"2005"
"133","India","1p5","iron and steel","MTCO2",2010,"value",175.547375188704,"2010"
"134","India","1p5 delay","iron and steel","MTCO2",2010,"value",175.547375188704,"2010"
"135","India","Ref","iron and steel","MTCO2",2010,"value",175.547375188704,"2010"
"136","India","1p5","iron and steel","MTCO2",2015,"value",267.220001452556,"2015"
"137","India","1p5 delay","iron and steel","MTCO2",2015,"value",267.220001452556,"2015"
"138","India","Ref","iron and steel","MTCO2",2015,"value",267.220001452556,"2015"
"139","India","1p5","iron and steel","MTCO2",2020,"value",336.191588093619,"2020"
"140","India","1p5 delay","iron and steel","MTCO2",2020,"value",336.191588079114,"2020"
"141","India","Ref","iron and steel","MTCO2",2020,"value",345.794195620644,"2020"
"142","India","1p5","iron and steel","MTCO2",2025,"value",250.348172126297,"2025"
"143","India","1p5 delay","iron and steel","MTCO2",2025,"value",512.922977131419,"2025"
"144","India","Ref","iron and steel","MTCO2",2025,"value",591.465940482263,"2025"
"145","India","1p5","iron and steel","MTCO2",2030,"value",182.848457889068,"2030"
"146","India","1p5 delay","iron and steel","MTCO2",2030,"value",595.382328608138,"2030"
"147","India","Ref","iron and steel","MTCO2",2030,"value",774.550971813157,"2030"
"148","India","1p5","iron and steel","MTCO2",2035,"value",155.398023704651,"2035"
"149","India","1p5 delay","iron and steel","MTCO2",2035,"value",396.664178099663,"2035"
"150","India","Ref","iron and steel","MTCO2",2035,"value",919.565722319934,"2035"
"151","India","1p5","iron and steel","MTCO2",2040,"value",144.036717248184,"2040"
"152","India","1p5 delay","iron and steel","MTCO2",2040,"value",230.840374594648,"2040"
"153","India","Ref","iron and steel","MTCO2",2040,"value",1026.2531928594,"2040"
"154","India","1p5","iron and steel","MTCO2",2045,"value",106.018454699109,"2045"
"155","India","1p5 delay","iron and steel","MTCO2",2045,"value",141.244345678711,"2045"
"156","India","Ref","iron and steel","MTCO2",2045,"value",1096.65895922681,"2045"
"157","India","1p5","iron and steel","MTCO2",2050,"value",33.4519753574793,"2050"
"158","India","1p5 delay","iron and steel","MTCO2",2050,"value",34.531851790561,"2050"
"159","India","Ref","iron and steel","MTCO2",2050,"value",1132.67936611402,"2050"
"160","India","1p5","iron and steel","MTCO2",2065,"value",0,"2065"
"161","India","1p5 delay","iron and steel","MTCO2",2065,"value",0,"2065"
"162","India","Ref","iron and steel","MTCO2",2065,"value",0,"2065"
"163","India","1p5","iron and steel","MTCO2",2080,"value",0,"2080"
"164","India","1p5 delay","iron and steel","MTCO2",2080,"value",0,"2080"
"165","India","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"166","India","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"167","India","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"168","India","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"169","Japan","1p5","iron and steel","MTCO2",1990,"value",177.443834876753,"1990"
"170","Japan","1p5 delay","iron and steel","MTCO2",1990,"value",177.443834876753,"1990"
"171","Japan","Ref","iron and steel","MTCO2",1990,"value",177.443834876753,"1990"
"172","Japan","1p5","iron and steel","MTCO2",2005,"value",162.064115805065,"2005"
"173","Japan","1p5 delay","iron and steel","MTCO2",2005,"value",162.064115805065,"2005"
"174","Japan","Ref","iron and steel","MTCO2",2005,"value",162.064115805065,"2005"
"175","Japan","1p5","iron and steel","MTCO2",2010,"value",164.406370830829,"2010"
"176","Japan","1p5 delay","iron and steel","MTCO2",2010,"value",164.406370830829,"2010"
"177","Japan","Ref","iron and steel","MTCO2",2010,"value",164.406370830829,"2010"
"178","Japan","1p5","iron and steel","MTCO2",2015,"value",154.390642669409,"2015"
"179","Japan","1p5 delay","iron and steel","MTCO2",2015,"value",154.390642669409,"2015"
"180","Japan","Ref","iron and steel","MTCO2",2015,"value",154.390642669409,"2015"
"181","Japan","1p5","iron and steel","MTCO2",2020,"value",145.426149243002,"2020"
"182","Japan","1p5 delay","iron and steel","MTCO2",2020,"value",145.426149250968,"2020"
"183","Japan","Ref","iron and steel","MTCO2",2020,"value",145.959598953529,"2020"
"184","Japan","1p5","iron and steel","MTCO2",2025,"value",110.827188631869,"2025"
"185","Japan","1p5 delay","iron and steel","MTCO2",2025,"value",130.89585864421,"2025"
"186","Japan","Ref","iron and steel","MTCO2",2025,"value",143.891988132782,"2025"
"187","Japan","1p5","iron and steel","MTCO2",2030,"value",72.8019700128435,"2030"
"188","Japan","1p5 delay","iron and steel","MTCO2",2030,"value",114.346904710786,"2030"
"189","Japan","Ref","iron and steel","MTCO2",2030,"value",138.710320252174,"2030"
"190","Japan","1p5","iron and steel","MTCO2",2035,"value",39.0841738379222,"2035"
"191","Japan","1p5 delay","iron and steel","MTCO2",2035,"value",72.8831639436453,"2035"
"192","Japan","Ref","iron and steel","MTCO2",2035,"value",133.467482051321,"2035"
"193","Japan","1p5","iron and steel","MTCO2",2040,"value",24.8118262898389,"2040"
"194","Japan","1p5 delay","iron and steel","MTCO2",2040,"value",45.2758793267874,"2040"
"195","Japan","Ref","iron and steel","MTCO2",2040,"value",128.473232217518,"2040"
"196","Japan","1p5","iron and steel","MTCO2",2045,"value",10.4996336429799,"2045"
"197","Japan","1p5 delay","iron and steel","MTCO2",2045,"value",20.1741004826163,"2045"
"198","Japan","Ref","iron and steel","MTCO2",2045,"value",123.44276689003,"2045"
"199","Japan","1p5","iron and steel","MTCO2",2050,"value",4.55065738166915,"2050"
"200","Japan","1p5 delay","iron and steel","MTCO2",2050,"value",4.50145252869852,"2050"
"201","Japan","Ref","iron and steel","MTCO2",2050,"value",118.668311706462,"2050"
"202","Japan","1p5","iron and steel","MTCO2",2065,"value",0,"2065"
"203","Japan","1p5 delay","iron and steel","MTCO2",2065,"value",0,"2065"
"204","Japan","Ref","iron and steel","MTCO2",2065,"value",0,"2065"
"205","Japan","1p5","iron and steel","MTCO2",2080,"value",0,"2080"
"206","Japan","1p5 delay","iron and steel","MTCO2",2080,"value",0,"2080"
"207","Japan","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"208","Japan","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"209","Japan","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"210","Japan","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"211","ROW","1p5","iron and steel","MTCO2",1990,"value",496.304414630286,"1990"
"212","ROW","1p5 delay","iron and steel","MTCO2",1990,"value",496.304414630286,"1990"
"213","ROW","Ref","iron and steel","MTCO2",1990,"value",496.304414630286,"1990"
"214","ROW","1p5","iron and steel","MTCO2",2005,"value",405.544592938367,"2005"
"215","ROW","1p5 delay","iron and steel","MTCO2",2005,"value",405.544592938367,"2005"
"216","ROW","Ref","iron and steel","MTCO2",2005,"value",405.544592938365,"2005"
"217","ROW","1p5","iron and steel","MTCO2",2010,"value",448.781028597056,"2010"
"218","ROW","1p5 delay","iron and steel","MTCO2",2010,"value",448.781028597056,"2010"
"219","ROW","Ref","iron and steel","MTCO2",2010,"value",448.781028597056,"2010"
"220","ROW","1p5","iron and steel","MTCO2",2015,"value",476.250161919039,"2015"
"221","ROW","1p5 delay","iron and steel","MTCO2",2015,"value",476.250161919039,"2015"
"222","ROW","Ref","iron and steel","MTCO2",2015,"value",476.250161919039,"2015"
"223","ROW","1p5","iron and steel","MTCO2",2020,"value",492.48310115605,"2020"
"224","ROW","1p5 delay","iron and steel","MTCO2",2020,"value",492.483096375244,"2020"
"225","ROW","Ref","iron and steel","MTCO2",2020,"value",499.254805051408,"2020"
"226","ROW","1p5","iron and steel","MTCO2",2025,"value",371.063163330195,"2025"
"227","ROW","1p5 delay","iron and steel","MTCO2",2025,"value",484.103293909995,"2025"
"228","ROW","Ref","iron and steel","MTCO2",2025,"value",527.067607442374,"2025"
"229","ROW","1p5","iron and steel","MTCO2",2030,"value",245.963334130958,"2030"
"230","ROW","1p5 delay","iron and steel","MTCO2",2030,"value",444.791618887696,"2030"
"231","ROW","Ref","iron and steel","MTCO2",2030,"value",546.499165044739,"2030"
"232","ROW","1p5","iron and steel","MTCO2",2035,"value",146.468540112043,"2035"
"233","ROW","1p5 delay","iron and steel","MTCO2",2035,"value",291.170963251093,"2035"
"234","ROW","Ref","iron and steel","MTCO2",2035,"value",558.559767000925,"2035"
"235","ROW","1p5","iron and steel","MTCO2",2040,"value",106.388734121386,"2040"
"236","ROW","1p5 delay","iron and steel","MTCO2",2040,"value",193.375374515048,"2040"
"237","ROW","Ref","iron and steel","MTCO2",2040,"value",573.89306148298,"2040"
"238","ROW","1p5","iron and steel","MTCO2",2045,"value",65.1835855422033,"2045"
"239","ROW","1p5 delay","iron and steel","MTCO2",2045,"value",102.349090683093,"2045"
"240","ROW","Ref","iron and steel","MTCO2",2045,"value",584.829518747475,"2045"
"241","ROW","1p5","iron and steel","MTCO2",2050,"value",29.3550901797047,"2050"
"242","ROW","1p5 delay","iron and steel","MTCO2",2050,"value",33.0608914384622,"2050"
"243","ROW","Ref","iron and steel","MTCO2",2050,"value",592.977905686,"2050"
"244","ROW","1p5","iron and steel","MTCO2",2065,"value",0,"2065"
"245","ROW","1p5 delay","iron and steel","MTCO2",2065,"value",0,"2065"
"246","ROW","Ref","iron and steel","MTCO2",2065,"value",0,"2065"
"247","ROW","1p5","iron and steel","MTCO2",2080,"value",0,"2080"
"248","ROW","1p5 delay","iron and steel","MTCO2",2080,"value",0,"2080"
"249","ROW","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"250","ROW","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"251","ROW","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"252","ROW","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"253","South Korea","1p5","iron and steel","MTCO2",1990,"value",27.038264,"1990"
"254","South Korea","1p5 delay","iron and steel","MTCO2",1990,"value",27.038264,"1990"
"255","South Korea","Ref","iron and steel","MTCO2",1990,"value",27.038264,"1990"
"256","South Korea","1p5","iron and steel","MTCO2",2005,"value",3.75674329123672,"2005"
"257","South Korea","1p5 delay","iron and steel","MTCO2",2005,"value",3.75674329123672,"2005"
"258","South Korea","Ref","iron and steel","MTCO2",2005,"value",3.75674329123672,"2005"
"259","South Korea","1p5","iron and steel","MTCO2",2010,"value",4.31467479959734,"2010"
"260","South Korea","1p5 delay","iron and steel","MTCO2",2010,"value",4.31467479959734,"2010"
"261","South Korea","Ref","iron and steel","MTCO2",2010,"value",4.31467479959734,"2010"
"262","South Korea","1p5","iron and steel","MTCO2",2015,"value",89.0607081675508,"2015"
"263","South Korea","1p5 delay","iron and steel","MTCO2",2015,"value",89.0607081675508,"2015"
"264","South Korea","Ref","iron and steel","MTCO2",2015,"value",89.0607081675508,"2015"
"265","South Korea","1p5","iron and steel","MTCO2",2020,"value",90.5891289019159,"2020"
"266","South Korea","1p5 delay","iron and steel","MTCO2",2020,"value",90.589129005925,"2020"
"267","South Korea","Ref","iron and steel","MTCO2",2020,"value",92.2348792525511,"2020"
"268","South Korea","1p5","iron and steel","MTCO2",2025,"value",69.5277492860248,"2025"
"269","South Korea","1p5 delay","iron and steel","MTCO2",2025,"value",85.1071591400437,"2025"
"270","South Korea","Ref","iron and steel","MTCO2",2025,"value",91.4518995212953,"2025"
"271","South Korea","1p5","iron and steel","MTCO2",2030,"value",44.3886087399107,"2030"
"272","South Korea","1p5 delay","iron and steel","MTCO2",2030,"value",76.9257629528115,"2030"
"273","South Korea","Ref","iron and steel","MTCO2",2030,"value",89.8640269088061,"2030"
"274","South Korea","1p5","iron and steel","MTCO2",2035,"value",23.618303900783,"2035"
"275","South Korea","1p5 delay","iron and steel","MTCO2",2035,"value",49.4537071184416,"2035"
"276","South Korea","Ref","iron and steel","MTCO2",2035,"value",86.8747647302394,"2035"
"277","South Korea","1p5","iron and steel","MTCO2",2040,"value",14.8481410079634,"2040"
"278","South Korea","1p5 delay","iron and steel","MTCO2",2040,"value",30.2557203277731,"2040"
"279","South Korea","Ref","iron and steel","MTCO2",2040,"value",82.6434388458257,"2040"
"280","South Korea","1p5","iron and steel","MTCO2",2045,"value",7.16011911108748,"2045"
"281","South Korea","1p5 delay","iron and steel","MTCO2",2045,"value",13.7848255917077,"2045"
"282","South Korea","Ref","iron and steel","MTCO2",2045,"value",77.2049930023138,"2045"
"283","South Korea","1p5","iron and steel","MTCO2",2050,"value",2.06690802464735,"2050"
"284","South Korea","1p5 delay","iron and steel","MTCO2",2050,"value",2.31612718664195,"2050"
"285","South Korea","Ref","iron and steel","MTCO2",2050,"value",71.300216296679,"2050"
"286","South Korea","1p5","iron and steel","MTCO2",2065,"value",0,"2065"
"287","South Korea","1p5 delay","iron and steel","MTCO2",2065,"value",0,"2065"
"288","South Korea","Ref","iron and steel","MTCO2",2065,"value",0,"2065"
"289","South Korea","1p5","iron and steel","MTCO2",2080,"value",0,"2080"
"290","South Korea","1p5 delay","iron and steel","MTCO2",2080,"value",0,"2080"
"291","South Korea","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"292","South Korea","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"293","South Korea","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"294","South Korea","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"295","US","1p5","iron and steel","MTCO2",1990,"value",107.289717333333,"1990"
"296","US","1p5 delay","iron and steel","MTCO2",1990,"value",107.289717333333,"1990"
"297","US","Ref","iron and steel","MTCO2",1990,"value",107.289717333333,"1990"
"298","US","1p5","iron and steel","MTCO2",2005,"value",85.4982444235211,"2005"
"299","US","1p5 delay","iron and steel","MTCO2",2005,"value",85.4982444235211,"2005"
"300","US","Ref","iron and steel","MTCO2",2005,"value",85.4982444235211,"2005"
"301","US","1p5","iron and steel","MTCO2",2010,"value",75.9955998085168,"2010"
"302","US","1p5 delay","iron and steel","MTCO2",2010,"value",75.9955998085168,"2010"
"303","US","Ref","iron and steel","MTCO2",2010,"value",75.9955998085168,"2010"
"304","US","1p5","iron and steel","MTCO2",2015,"value",71.1276386132739,"2015"
"305","US","1p5 delay","iron and steel","MTCO2",2015,"value",71.1276386132739,"2015"
"306","US","Ref","iron and steel","MTCO2",2015,"value",71.1276386132739,"2015"
"307","US","1p5","iron and steel","MTCO2",2020,"value",77.9738085353392,"2020"
"308","US","1p5 delay","iron and steel","MTCO2",2020,"value",77.9738085262476,"2020"
"309","US","Ref","iron and steel","MTCO2",2020,"value",79.3519756941897,"2020"
"310","US","1p5","iron and steel","MTCO2",2025,"value",54.940669748273,"2025"
"311","US","1p5 delay","iron and steel","MTCO2",2025,"value",70.0178296939725,"2025"
"312","US","Ref","iron and steel","MTCO2",2025,"value",81.8349799272015,"2025"
"313","US","1p5","iron and steel","MTCO2",2030,"value",30.9605347608367,"2030"
"314","US","1p5 delay","iron and steel","MTCO2",2030,"value",58.5905487968443,"2030"
"315","US","Ref","iron and steel","MTCO2",2030,"value",82.545208424009,"2030"
"316","US","1p5","iron and steel","MTCO2",2035,"value",12.9785647879446,"2035"
"317","US","1p5 delay","iron and steel","MTCO2",2035,"value",32.8100189493549,"2035"
"318","US","Ref","iron and steel","MTCO2",2035,"value",82.6740874321353,"2035"
"319","US","1p5","iron and steel","MTCO2",2040,"value",6.11067157723601,"2040"
"320","US","1p5 delay","iron and steel","MTCO2",2040,"value",16.8171891660978,"2040"
"321","US","Ref","iron and steel","MTCO2",2040,"value",82.8231479503326,"2040"
"322","US","1p5","iron and steel","MTCO2",2045,"value",1.90959081209682,"2045"
"323","US","1p5 delay","iron and steel","MTCO2",2045,"value",5.23293261716069,"2045"
"324","US","Ref","iron and steel","MTCO2",2045,"value",82.4128131366694,"2045"
"325","US","1p5","iron and steel","MTCO2",2050,"value",0.96888678201715,"2050"
"326","US","1p5 delay","iron and steel","MTCO2",2050,"value",0.97178072903467,"2050"
"327","US","Ref","iron and steel","MTCO2",2050,"value",81.6921476297715,"2050"
"328","US","1p5","iron and steel","MTCO2",2065,"value",0,"2065"
"329","US","1p5 delay","iron and steel","MTCO2",2065,"value",0,"2065"
"330","US","Ref","iron and steel","MTCO2",2065,"value",0,"2065"
"331","US","1p5","iron and steel","MTCO2",2080,"value",0,"2080"
"332","US","1p5 delay","iron and steel","MTCO2",2080,"value",0,"2080"
"333","US","Ref","iron and steel","MTCO2",2080,"value",0,"2080"
"334","US","1p5","iron and steel","MTCO2",2095,"value",0,"2095"
"335","US","1p5 delay","iron and steel","MTCO2",2095,"value",0,"2095"
"336","US","Ref","iron and steel","MTCO2",2095,"value",0,"2095"
"337","China","1p5","iron and steel","MTCO2",1990,"total_indirect",62.9073437793836,"1990"
"338","China","1p5 delay","iron and steel","MTCO2",1990,"total_indirect",62.9073437793836,"1990"
"339","China","Ref","iron and steel","MTCO2",1990,"total_indirect",62.9073437793836,"1990"
"340","China","1p5","iron and steel","MTCO2",2005,"total_indirect",291.55346542972,"2005"
"341","China","1p5 delay","iron and steel","MTCO2",2005,"total_indirect",291.55346542972,"2005"
"342","China","Ref","iron and steel","MTCO2",2005,"total_indirect",291.55346542972,"2005"
"343","China","1p5","iron and steel","MTCO2",2010,"total_indirect",446.245095590545,"2010"
