"","region","scenario","sector","subsector","output","technology","Units","year","value"
"27","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,955.176
"28","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,998.34
"29","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"30","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"31","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"32","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"33","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"34","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,12.750112
"35","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,12.750112
"36","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,1.444071
"37","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0
"38","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0
"39","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,70.6719
"40","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,70.6719
"41","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,58.7171
"42","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"43","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"44","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"45","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,18.139241
"46","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,2.422468
"47","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,3.103536
"48","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,753.268
"49","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,912.359
"50","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,1023.003
"51","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,21.0249
"52","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,0
"53","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,2.57713
"54","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,2.16887
"55","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.902691
"56","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,11.600891
"57","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,12.61562
"58","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,1.1660406
"59","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,2.90303
"60","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,0
"61","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,113.2309
"62","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,95.5269
"63","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,59.9876
"64","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,11.8201
"65","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,4.05358
"66","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,0.0804861
"67","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,37.19464
"68","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,5.664106
"69","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,8.338814
"70","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,452.3043
"71","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,769.086
"72","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,986.575
"73","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,119.4977
"74","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0
"75","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,11.05892
"76","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,10.43754
"77","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,5.181606
"78","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,10.9309428
"79","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,17.9572944
"80","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,1.2825665
"81","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,9.15144
"82","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,0
"83","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,198.94237
"84","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,147.39165
"85","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,59.11328
"86","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,47.04519
"87","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,13.91675
"88","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,0.20234294
"89","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,33.7367061
"90","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,16.3438736
"91","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,14.2578322
"92","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,176.924
"93","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,423.8631
"94","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2035,912.3865
"95","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,215.1893
"96","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2035,77.7071
"97","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,15.63105
"98","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,18.3501
"99","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2035,15.015001
"100","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,6.247249
"101","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,10.272694
"102","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2035,1.1158048
"103","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,13.441249
"104","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2035,6.09085
"105","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,273.05031
"106","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,224.84078
"107","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2035,56.47644
"108","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,82.51343
"109","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,47.28216
"110","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2035,0.31701436
"111","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,19.88798
"112","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,12.703403
"113","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2040,18.055607
"114","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,61.236767
"115","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,195.72359
"116","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2040,844.3134
"117","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,174.7187
"118","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2040,85.8756
"119","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,11.242591
"120","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,14.356266
"121","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2040,23.941355
"122","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,3.205668
"123","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,6.475549
"124","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2040,0.819982
"125","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,17.919158
"126","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2040,12.08078
"127","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,331.611
"128","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,317.2136
"129","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2040,53.54917
"130","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,112.09756
"131","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,91.573689
"132","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2040,0.38436088
"133","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,6.7463198
"134","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,7.1974769
"135","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2045,20.14144
"136","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,6.1236001
"137","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,51.381817
"138","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2045,765.8903
"139","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,110.9281
"140","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2045,77.372
"141","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,4.6409401
"142","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,7.857936
"143","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2045,31.663637
"144","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,0.2832565
"145","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,1.3237056
"146","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2045,0.6940703
"147","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,18.920581
"148","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2045,16.57867
"149","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,369.4943
"150","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,371.7765
"151","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2045,49.72547
"152","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,136.33881
"153","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,126.37534
"154","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2045,0.47501538
"155","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.081500848
"156","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,0.110412235
"157","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2050,20.7628
"158","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,0.0114474973
"159","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,0.016005848
"160","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2050,682.9585
"161","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,49.3236
"162","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2050,46.25345
"163","China","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,0.0715881
"164","China","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,0.08488543
"165","China","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2050,37.43478
"166","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.0044461693
"167","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.003239138
"168","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2050,0.5627904
"169","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2050,10.688109
"170","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2050,10.178882
"171","China","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,354.9455
"172","China","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,357.2531
"173","China","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2050,45.18811
"174","China","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,150.80088
"175","China","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,151.03759
"176","China","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2050,0.5447804
"177","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"178","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"179","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2015,0
"180","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,100.91
"181","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,100.91
"182","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2015,100.91
"183","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"184","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2015,0
"185","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"186","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"187","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2015,0
"188","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,28.7361
"189","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,28.7361
"190","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2015,28.7361
"191","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"192","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2015,0
"193","Europe","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,36.5781
"194","Europe","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,36.5781
"195","Europe","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2015,36.5781
"196","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"197","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"198","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2015,0
"199","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.00895083
"200","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.00895083
"201","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2020,0.01000317
"202","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,102.22066
"203","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,102.22066
"204","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2020,104.4997
"205","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"206","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2020,0
"207","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"208","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"209","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2020,0
"210","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,30.211883
"211","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,30.211883
"212","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2020,29.713684
"213","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0
"214","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2020,0
"215","Europe","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,38.705977
"216","Europe","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,38.705977
"217","Europe","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2020,38.137037
"218","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"219","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"220","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2020,0
"221","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,0.51974232
"222","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,0.10107038
"223","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2025,0.1359939
"224","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,78.20895
"225","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,96.27672
"226","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2025,109.74011
"227","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,1.427686
"228","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2025,0
"229","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.0815054
"230","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.1112733
"231","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2025,0.0487858
"232","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,28.726701
"233","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,29.857039
"234","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2025,30.017493
"235","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,1.515853
"236","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2025,0
"237","Europe","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,45.87705
"238","Europe","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,40.98953
"239","Europe","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2025,39.465554
"240","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,1.643813
"241","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,1.00716
"242","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2025,0.2248952
"243","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,1.096096902
"244","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,0.251832555
"245","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2030,0.372307323
"246","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,46.401265
"247","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,82.486685
"248","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-BOF","Mt",2030,110.97743
"249","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,9.148704
"250","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-CCUS","Mt",2030,0
"251","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.3359196
"252","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.5233031
"253","Europe","current_policies","iron and steel","BLASTFUR","iron and steel","BF-H2","Mt",2030,0.2598069
"254","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,24.528705
"255","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,28.635138
"256","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-Fossil","Mt",2030,28.995357
"257","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,4.711227
"258","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-CCUS","Mt",2030,0
"259","Europe","1p5C","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,59.397543
"260","Europe","1p5C_delay","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,45.895373
"261","Europe","current_policies","iron and steel","EAF with scrap","iron and steel","EAF-scrap","Mt",2030,40.262275
"262","Europe","1p5C","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,6.361838
"263","Europe","1p5C_delay","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,3.189237
"264","Europe","current_policies","iron and steel","EAF with DRI","iron and steel","DRI-EAF-H2","Mt",2030,0.5700495
"265","Europe","1p5C","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,1.097690836
"266","Europe","1p5C_delay","iron and steel","BLASTFUR","iron and steel","BF-biomass","Mt",2035,0.683577071
